PDB_ID,Resolution,Method,Ab_type,Deposit_date,H_chain_ID,L_chain_ID,Ag_chain_ID(s),Ag_type(s),Affinity_KD(nM),Kd_nM_parsed,pKd,affinity_is_limit,Affinity_method,Affinity_temp(K),PMID,DOI
8g4p,2.25,x-ray diffraction,FabH:FabL,2023-02-10,A,B,E,protein,0.00335,0.00335,11.474955192963154,False,BLI,N.A.,38168500,10.1111/cea.14433
8g4p,2.25,x-ray diffraction,FabH:FabL,2023-02-10,C,D,E,protein,0.0134,0.0134,10.872895201635192,False,BLI,N.A.,38168500,10.1111/cea.14433
8g73,2.5,electron microscopy,VHH,2023-02-16,E,N.A.,B,protein,4.55,4.55,8.341988603342887,False,SPR,N.A.,37855638,10.1128/jvi.01448-23
8g73,2.5,electron microscopy,VHH,2023-02-16,C,N.A.,B,protein,4.55,4.55,8.341988603342887,False,SPR,N.A.,37855638,10.1128/jvi.01448-23
8g73,2.5,electron microscopy,VHH,2023-02-16,F,N.A.,D,protein,4.55,4.55,8.341988603342887,False,SPR,N.A.,37855638,10.1128/jvi.01448-23
8g74,2.5,electron microscopy,VHH,2023-02-16,C,N.A.,B,protein,4.55,4.55,8.341988603342887,False,SPR,N.A.,37855638,10.1128/jvi.01448-23
8g74,2.5,electron microscopy,VHH,2023-02-16,E,N.A.,A;B,protein;protein,4.55,4.55,8.341988603342887,False,SPR,N.A.,37855638,10.1128/jvi.01448-23
8gav,2.7,electron microscopy,VH:VL,2023-02-23,H,L,A,protein,3.73,3.73,8.428291168191313,False,BLI,303,38430907,10.1016/j.immuni.2024.02.003
8gb6,1.75,x-ray diffraction,FabH:FabL,2023-02-24,H,L,A,protein,<0.1,0.1,10.0,True,BLI,N.A.,37163615,10.1126/scitranslmed.adg7404
8gb7,2.57,x-ray diffraction,FabH:FabL,2023-02-24,H,L,A,protein,<0.1,0.1,10.0,True,BLI,N.A.,37163615,10.1126/scitranslmed.adg7404
8gf2,2.85,x-ray diffraction,FabH:FabL,2023-03-07,X,Y,B,protein,0.0714,0.0714,10.146301788223825,False,SPR,298,37582161,10.1126/scisignal.abk3516
8gf2,2.85,x-ray diffraction,FabH:FabL,2023-03-07,H,L,A,protein,0.0714,0.0714,10.146301788223825,False,SPR,298,37582161,10.1126/scisignal.abk3516
8gpi,3.0,electron microscopy,VH:VL,2022-08-26,D,E,R;X,protein;protein,530,530.0,6.275724130399211,False,SPR,298,37542068,10.1038/s41467-023-40321-x
8gpi,3.0,electron microscopy,VH:VL,2022-08-26,H,L,S;Y,protein;protein,530,530.0,6.275724130399211,False,SPR,298,37542068,10.1038/s41467-023-40321-x
8gpi,3.0,electron microscopy,VH:VL,2022-08-26,A,C,T;Z,protein;protein,530,530.0,6.275724130399211,False,SPR,298,37542068,10.1038/s41467-023-40321-x
8gpu,2.79,x-ray diffraction,FabH:FabL,2022-08-27,H,L,A,protein,0.00149,0.00149,11.826813731587727,False,SPR,298,36199277,10.1016/j.xinn.2022.100323
8gpu,2.79,x-ray diffraction,FabH:FabL,2022-08-27,C,D,B,protein,0.00149,0.00149,11.826813731587727,False,SPR,298,36199277,10.1016/j.xinn.2022.100323
8gpu,2.79,x-ray diffraction,FabH:FabL,2022-08-27,F,G,E,protein,0.00149,0.00149,11.826813731587727,False,SPR,298,36199277,10.1016/j.xinn.2022.100323
8gpu,2.79,x-ray diffraction,FabH:FabL,2022-08-27,J,K,I,protein,0.00149,0.00149,11.826813731587727,False,SPR,298,36199277,10.1016/j.xinn.2022.100323
8gpu,2.79,x-ray diffraction,FabH:FabL,2022-08-27,N,O,M,protein,0.00149,0.00149,11.826813731587727,False,SPR,298,36199277,10.1016/j.xinn.2022.100323
8gpu,2.79,x-ray diffraction,FabH:FabL,2022-08-27,Q,R,P,protein,0.00149,0.00149,11.826813731587727,False,SPR,298,36199277,10.1016/j.xinn.2022.100323
8gpy,2.51,x-ray diffraction,scFv,2022-08-27,E,N.A.,A,protein,1.59,1.59,8.79860287567955,False,SPR,N.A.,37322000,10.1038/s41467-023-39267-x
8gpy,2.51,x-ray diffraction,scFv,2022-08-27,C,N.A.,B,protein,1.59,1.59,8.79860287567955,False,SPR,N.A.,37322000,10.1038/s41467-023-39267-x
8gs9,2.66,electron microscopy,VH:VL,2022-09-05,H,K,A,protein,0.0026,0.0026,11.585026652029182,False,SPR,N.A.,37219999,10.1016/j.celrep.2023.112532
8gz5,1.7,x-ray diffraction,VHH,2022-09-25,B,N.A.,A,protein,0.37,0.37,9.431798275933005,False,BLI,303,36413757,10.1093/jb/mvac096
8h07,2.9,electron microscopy,VH:VL,2022-09-28,I,K,B,protein,56,56.0,7.251811972993799,False,BLI,N.A.,37069158,10.1038/s41467-023-37926-7
8h07,2.9,electron microscopy,VH:VL,2022-09-28,Q,R,A,protein,56,56.0,7.251811972993799,False,BLI,N.A.,37069158,10.1038/s41467-023-37926-7
8h07,2.9,electron microscopy,VH:VL,2022-09-28,N,O,C,protein,56,56.0,7.251811972993799,False,BLI,N.A.,37069158,10.1038/s41467-023-37926-7
8h07,2.9,electron microscopy,VH:VL,2022-09-28,G,H,B,protein,20.4,20.4,7.690369832574102,False,BLI,N.A.,37069158,10.1038/s41467-023-37926-7
8h07,2.9,electron microscopy,VH:VL,2022-09-28,M,P,A,protein,20.4,20.4,7.690369832574102,False,BLI,N.A.,37069158,10.1038/s41467-023-37926-7
8h07,2.9,electron microscopy,VH:VL,2022-09-28,E,J,C,protein,20.4,20.4,7.690369832574102,False,BLI,N.A.,37069158,10.1038/s41467-023-37926-7
8h3x,1.66,x-ray diffraction,VHH,2022-10-09,A,N.A.,C,protein,11.5,11.5,7.939302159646388,False,ITC,298,36845160,10.3389/fimmu.2023.1065274
8h3y,2.25,x-ray diffraction,VHH,2022-10-09,F,N.A.,A,protein,0.828,0.828,9.08196966321512,False,ITC,298,36845160,10.3389/fimmu.2023.1065274
8h3y,2.25,x-ray diffraction,VHH,2022-10-09,D,N.A.,B,protein,0.828,0.828,9.08196966321512,False,ITC,298,36845160,10.3389/fimmu.2023.1065274
8h3y,2.25,x-ray diffraction,VHH,2022-10-09,E,N.A.,C,protein,0.828,0.828,9.08196966321512,False,ITC,298,36845160,10.3389/fimmu.2023.1065274
8h5t,2.0,x-ray diffraction,VHH,2022-10-13,B,N.A.,A,protein,1.38,1.38,8.860120913598763,False,SPR,N.A.,38033141,10.1371/journal.ppat.1011804
8h63,1.53,x-ray diffraction,VHH,2022-10-15,B,N.A.,A,protein,0.696,0.696,9.157390760389438,False,SPR,N.A.,37716701,10.1016/j.jbc.2023.105254
8h64,2.35,x-ray diffraction,VHH,2022-10-15,F,N.A.,E,protein,0.194,0.194,9.712198270069774,False,SPR,N.A.,37716701,10.1016/j.jbc.2023.105254
8h64,2.35,x-ray diffraction,VHH,2022-10-15,D,N.A.,C;E,protein;protein,0.194,0.194,9.712198270069774,False,SPR,N.A.,37716701,10.1016/j.jbc.2023.105254
8h64,2.35,x-ray diffraction,VHH,2022-10-15,B,N.A.,A,protein,0.194,0.194,9.712198270069774,False,SPR,N.A.,37716701,10.1016/j.jbc.2023.105254
8h64,2.35,x-ray diffraction,VHH,2022-10-15,H,N.A.,A;G,protein;protein,0.194,0.194,9.712198270069774,False,SPR,N.A.,37716701,10.1016/j.jbc.2023.105254
8hes,2.2,x-ray diffraction,FabH:FabL,2022-11-08,H,L,C,protein,0.00542,0.00542,11.266000713461613,False,BLI,N.A.,37452031,10.1038/s41467-023-39890-8
8hgl,2.9,electron microscopy,FabH:FabL,2022-11-15,H,L,A,protein,0.0208,0.0208,10.681936665037238,False,BLI,N.A.,37452031,10.1038/s41467-023-39890-8
8hgl,2.9,electron microscopy,FabH:FabL,2022-11-15,C,D,B,protein,0.0208,0.0208,10.681936665037238,False,BLI,N.A.,37452031,10.1038/s41467-023-39890-8
8hgl,2.9,electron microscopy,FabH:FabL,2022-11-15,F,G,E,protein,0.0208,0.0208,10.681936665037238,False,BLI,N.A.,37452031,10.1038/s41467-023-39890-8
8hn6,2.07,x-ray diffraction,VH:VL,2022-12-07,A,B,E;F,protein;protein,1.37,1.37,8.863279432843592,False,BLI,N.A.,37234155,10.3389/fimmu.2023.1160283
8hn6,2.07,x-ray diffraction,VH:VL,2022-12-07,C,D,E;F,protein;protein,1.37,1.37,8.863279432843592,False,BLI,N.A.,37234155,10.3389/fimmu.2023.1160283
8hn7,3.0,x-ray diffraction,FabH:FabL,2022-12-07,B,A,E,protein,5.29,5.29,8.276544327964814,False,BLI,N.A.,37234155,10.3389/fimmu.2023.1160283
8hn7,3.0,x-ray diffraction,FabH:FabL,2022-12-07,D,C,F,protein,5.29,5.29,8.276544327964814,False,BLI,N.A.,37234155,10.3389/fimmu.2023.1160283
8hp9,2.75,electron microscopy,FabH:FabL,2022-12-12,K,O,C,protein,0.167,0.167,9.777283528852417,False,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hp9,2.75,electron microscopy,FabH:FabL,2022-12-12,M,N,A,protein,0.167,0.167,9.777283528852417,False,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hp9,2.75,electron microscopy,FabH:FabL,2022-12-12,E,F,B,protein,0.167,0.167,9.777283528852417,False,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hp9,2.75,electron microscopy,FabH:FabL,2022-12-12,P,Q,B,protein,<0.001,0.001,12.0,True,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hp9,2.75,electron microscopy,FabH:FabL,2022-12-12,I,J,C,protein,<0.001,0.001,12.0,True,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hp9,2.75,electron microscopy,FabH:FabL,2022-12-12,H,L,A,protein,<0.001,0.001,12.0,True,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hpf,2.34,electron microscopy,FabH:FabL,2022-12-12,H,L,A,protein,<0.001,0.001,12.0,True,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hpf,2.34,electron microscopy,FabH:FabL,2022-12-12,M,N,A,protein,0.167,0.167,9.777283528852417,False,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hpq,2.85,electron microscopy,FabH:FabL,2022-12-12,E,F,B,protein,0.407,0.407,9.39040559077478,False,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hpq,2.85,electron microscopy,FabH:FabL,2022-12-12,M,N,A,protein,0.407,0.407,9.39040559077478,False,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hpq,2.85,electron microscopy,FabH:FabL,2022-12-12,R,S,C,protein,0.407,0.407,9.39040559077478,False,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hpq,2.85,electron microscopy,FabH:FabL,2022-12-12,P,Q,B,protein,0.00547,0.00547,11.26201267366657,False,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hpq,2.85,electron microscopy,FabH:FabL,2022-12-12,H,L,A,protein,0.00547,0.00547,11.26201267366657,False,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hpq,2.85,electron microscopy,FabH:FabL,2022-12-12,I,J,C,protein,0.00547,0.00547,11.26201267366657,False,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hpu,2.56,electron microscopy,FabH:FabL,2022-12-13,H,L,A,protein,0.00547,0.00547,11.26201267366657,False,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hpu,2.56,electron microscopy,FabH:FabL,2022-12-13,M,N,A,protein,0.407,0.407,9.39040559077478,False,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hpv,2.65,electron microscopy,FabH:FabL,2022-12-13,H,L,A,protein,0.0435,0.0435,10.361510743045363,False,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hpv,2.65,electron microscopy,FabH:FabL,2022-12-13,P,Q,B,protein,0.0435,0.0435,10.361510743045363,False,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hpv,2.65,electron microscopy,FabH:FabL,2022-12-13,I,J,C,protein,0.0435,0.0435,10.361510743045363,False,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hpv,2.65,electron microscopy,FabH:FabL,2022-12-13,M,N,A,protein,0.00543,0.00543,11.265200170411154,False,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hpv,2.65,electron microscopy,FabH:FabL,2022-12-13,E,F,B,protein,0.00543,0.00543,11.265200170411154,False,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hpv,2.65,electron microscopy,FabH:FabL,2022-12-13,R,S,C,protein,0.00543,0.00543,11.265200170411154,False,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hq7,2.7,electron microscopy,FabH:FabL,2022-12-13,H,L,A,protein,0.0435,0.0435,10.361510743045363,False,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hq7,2.7,electron microscopy,FabH:FabL,2022-12-13,M,N,A,protein,0.00543,0.00543,11.265200170411154,False,BLI,N.A.,37507370,10.1038/s41421-023-00585-5
8hr2,1.94,x-ray diffraction,VHH,2022-12-14,C,N.A.,A,protein,1.76,1.76,8.75448733218585,False,BLI,N.A.,37419228,10.1016/j.jsb.2023.107996
8hr2,1.94,x-ray diffraction,VHH,2022-12-14,B,N.A.,A,protein,5.07,5.07,8.294992040666664,False,BLI,N.A.,37419228,10.1016/j.jsb.2023.107996
8hws,2.36,electron microscopy,FabH:FabL,2023-01-02,D,E,A,protein,7.4,7.4,8.130768280269024,False,SPR,298,37019110,10.1016/j.xcrm.2023.100991
8hws,2.36,electron microscopy,FabH:FabL,2023-01-02,H,L,A,protein,195.3,195.3,6.709297756712146,False,SPR,298,37019110,10.1016/j.xcrm.2023.100991
8hws,2.36,electron microscopy,FabH:FabL,2023-01-02,I,J,A,protein,13.5,13.5,7.8696662315049934,False,SPR,298,37019110,10.1016/j.xcrm.2023.100991
8hwt,2.91,electron microscopy,FabH:FabL,2023-01-02,D,E,A,protein,17.9,17.9,7.747146969020107,False,SPR,298,37019110,10.1016/j.xcrm.2023.100991
8hwt,2.91,electron microscopy,FabH:FabL,2023-01-02,H,L,A,protein,4.6,4.6,8.337242168318426,False,SPR,298,37019110,10.1016/j.xcrm.2023.100991
8i5h,2.38,x-ray diffraction,FabH:FabL,2023-01-25,H,L,R,protein,3.5,3.5,8.455931955649724,False,BLI,N.A.,37041231,10.1038/s42003-023-04782-6
8i5h,2.38,x-ray diffraction,FabH:FabL,2023-01-25,B,C,A,protein,3.5,3.5,8.455931955649724,False,BLI,N.A.,37041231,10.1038/s42003-023-04782-6
8i5h,2.38,x-ray diffraction,FabH:FabL,2023-01-25,E,F,D,protein,3.5,3.5,8.455931955649724,False,BLI,N.A.,37041231,10.1038/s42003-023-04782-6
8i5l,2.7,x-ray diffraction,scFv,2023-01-26,D,N.A.,A,protein,4.58,4.58,8.339134521996131,False,ELISA,310,38593321,10.1128/jvi.00197-24
8i5l,2.7,x-ray diffraction,scFv,2023-01-26,E,N.A.,B,protein,4.58,4.58,8.339134521996131,False,ELISA,310,38593321,10.1128/jvi.00197-24
8im0,1.31,x-ray diffraction,VH,2023-03-05,B,N.A.,A,protein,199,199.0,6.701146923590294,False,ITC,298,37108116,10.3390/ijms24086952
8im1,2.05,x-ray diffraction,VH,2023-03-05,B,N.A.,A,protein,289,289.0,6.539102157243452,False,ITC,298,37108116,10.3390/ijms24086952
8im1,2.05,x-ray diffraction,VH,2023-03-05,D,N.A.,C,protein,289,289.0,6.539102157243452,False,ITC,298,37108116,10.3390/ijms24086952
8im1,2.05,x-ray diffraction,VH,2023-03-05,H,N.A.,C;G,protein;protein,289,289.0,6.539102157243452,False,ITC,298,37108116,10.3390/ijms24086952
8im1,2.05,x-ray diffraction,VH,2023-03-05,F,N.A.,E,protein,289,289.0,6.539102157243452,False,ITC,298,37108116,10.3390/ijms24086952
8j5j,3.0,x-ray diffraction,VHH,2023-04-23,E,N.A.,A,protein,0.2,0.2,9.698970004336019,False,SPR,298,37804113,10.24272/j.issn.2095-8137.2023.187
8jel,2.45,x-ray diffraction,FabH:FabL,2023-05-16,C,D,J,protein,0.21,0.21,9.67778070526608,False,SPR,298,38460520,10.1016/j.str.2024.02.009
8jel,2.45,x-ray diffraction,FabH:FabL,2023-05-16,I,K,L,protein,0.21,0.21,9.67778070526608,False,SPR,298,38460520,10.1016/j.str.2024.02.009
8jel,2.45,x-ray diffraction,FabH:FabL,2023-05-16,A,B,E,protein,0.21,0.21,9.67778070526608,False,SPR,298,38460520,10.1016/j.str.2024.02.009
8jel,2.45,x-ray diffraction,FabH:FabL,2023-05-16,F,G,H,protein,0.21,0.21,9.67778070526608,False,SPR,298,38460520,10.1016/j.str.2024.02.009
8jen,2.71,x-ray diffraction,FabH:FabL,2023-05-16,G,H,P,protein,0.21,0.21,9.67778070526608,False,SPR,298,38460520,10.1016/j.str.2024.02.009
8jen,2.71,x-ray diffraction,FabH:FabL,2023-05-16,E,F,M,protein,0.21,0.21,9.67778070526608,False,SPR,298,38460520,10.1016/j.str.2024.02.009
8jen,2.71,x-ray diffraction,FabH:FabL,2023-05-16,C,D,J,protein,0.21,0.21,9.67778070526608,False,SPR,298,38460520,10.1016/j.str.2024.02.009
8jen,2.71,x-ray diffraction,FabH:FabL,2023-05-16,A,B,I,protein,0.21,0.21,9.67778070526608,False,SPR,298,38460520,10.1016/j.str.2024.02.009
8jeo,2.06,x-ray diffraction,FabH:FabL,2023-05-16,B,C,A,protein,0.193,0.193,9.714442690992227,False,SPR,298,38460520,10.1016/j.str.2024.02.009
8jeo,2.06,x-ray diffraction,FabH:FabL,2023-05-16,E,F,D,protein,0.193,0.193,9.714442690992227,False,SPR,298,38460520,10.1016/j.str.2024.02.009
8jlw,3.0,electron microscopy,VH:VL,2023-06-03,H,L,A,protein,0.0834,0.0834,10.078833949362261,False,BLI,298,38300972,10.1371/journal.ppat.1011948
8jlx,3.0,electron microscopy,VH:VL,2023-06-03,H,L,A,protein,0.0324,0.0324,10.489454989793387,False,BLI,298,38300972,10.1371/journal.ppat.1011948
8jyr,1.69,x-ray diffraction,FabH:FabL,2023-07-03,H,L,A,protein,0.3,0.3,9.522878745280337,False,ELISA,303,38460519,10.1016/j.str.2024.02.007
8k3c,2.88,electron microscopy,FabH:FabL,2023-07-15,C,D,B,protein,3.6,3.6,8.443697499232712,False,BLI,303,38582870,10.1038/s41467-024-47213-8
8k3k,2.43,x-ray diffraction,VHH,2023-07-16,D,N.A.,E,protein,7.65,7.65,8.116338564846382,False,BLI,298,37901798,10.1002/mco2.397
8opr,1.81,x-ray diffraction,VHH,2023-04-07,C,N.A.,A,protein,2.2,2.2,8.657577319177793,False,BLI,N.A.,37923757,10.1038/s41467-023-42826-x
8opr,1.81,x-ray diffraction,VHH,2023-04-07,B,N.A.,A,protein,1.9,1.9,8.721246399047171,False,BLI,N.A.,37923757,10.1038/s41467-023-42826-x
8oud,2.31,electron microscopy,VHH,2023-04-22,D,N.A.,A,protein,360,360.0,6.443697499232713,False,ITC,298,38671230,10.1038/s41594-024-01295-6
8oud,2.31,electron microscopy,VHH,2023-04-22,E,N.A.,B,protein,360,360.0,6.443697499232713,False,ITC,298,38671230,10.1038/s41594-024-01295-6
8oud,2.31,electron microscopy,VHH,2023-04-22,F,N.A.,C,protein,360,360.0,6.443697499232713,False,ITC,298,38671230,10.1038/s41594-024-01295-6
8ozb,2.09,x-ray diffraction,VHH,2023-05-08,C,N.A.,E,protein,0.5,0.5,9.301029995663981,False,BLI,298,38649536,10.1038/s44318-024-00081-w
8q7s,2.7,x-ray diffraction,VHH,2023-08-16,O,N.A.,M,protein,0.01,0.01,11.0,False,SPR,293,38065245,10.1016/j.antiviral.2023.105778
8q7s,2.7,x-ray diffraction,VHH,2023-08-16,C,N.A.,A,protein,0.01,0.01,11.0,False,SPR,293,38065245,10.1016/j.antiviral.2023.105778
8q7s,2.7,x-ray diffraction,VHH,2023-08-16,F,N.A.,D,protein,0.01,0.01,11.0,False,SPR,293,38065245,10.1016/j.antiviral.2023.105778
8q7s,2.7,x-ray diffraction,VHH,2023-08-16,I,N.A.,G,protein,0.01,0.01,11.0,False,SPR,293,38065245,10.1016/j.antiviral.2023.105778
8q7s,2.7,x-ray diffraction,VHH,2023-08-16,L,N.A.,J,protein,0.01,0.01,11.0,False,SPR,293,38065245,10.1016/j.antiviral.2023.105778
8q94,2.5,x-ray diffraction,VHH,2023-08-19,C,N.A.,A,protein,0.35,0.35,9.455931955649724,False,SPR,293,38065245,10.1016/j.antiviral.2023.105778
8q95,1.6,x-ray diffraction,VHH,2023-08-19,C,N.A.,A,protein,0.04,0.04,10.397940008672037,False,SPR,293,38065245,10.1016/j.antiviral.2023.105778
8r4o,2.73,x-ray diffraction,scFv,2023-11-14,B,N.A.,A,protein,280,280.0,6.552841968657781,False,SPR,N.A.,38508313,10.1016/j.jbc.2024.107201
8r4o,2.73,x-ray diffraction,scFv,2023-11-14,D,N.A.,C,protein,280,280.0,6.552841968657781,False,SPR,N.A.,38508313,10.1016/j.jbc.2024.107201
8r4o,2.73,x-ray diffraction,scFv,2023-11-14,F,N.A.,E,protein,280,280.0,6.552841968657781,False,SPR,N.A.,38508313,10.1016/j.jbc.2024.107201
8r4o,2.73,x-ray diffraction,scFv,2023-11-14,H,N.A.,G,protein,280,280.0,6.552841968657781,False,SPR,N.A.,38508313,10.1016/j.jbc.2024.107201
8r4o,2.73,x-ray diffraction,scFv,2023-11-14,J,N.A.,I,protein,280,280.0,6.552841968657781,False,SPR,N.A.,38508313,10.1016/j.jbc.2024.107201
8r4o,2.73,x-ray diffraction,scFv,2023-11-14,L,N.A.,K,protein,280,280.0,6.552841968657781,False,SPR,N.A.,38508313,10.1016/j.jbc.2024.107201
8r4q,2.84,x-ray diffraction,scFv,2023-11-14,L,N.A.,K,protein,280,280.0,6.552841968657781,False,SPR,N.A.,38508313,10.1016/j.jbc.2024.107201
8r4q,2.84,x-ray diffraction,scFv,2023-11-14,J,N.A.,I,protein,280,280.0,6.552841968657781,False,SPR,N.A.,38508313,10.1016/j.jbc.2024.107201
8r4q,2.84,x-ray diffraction,scFv,2023-11-14,H,N.A.,G,protein,280,280.0,6.552841968657781,False,SPR,N.A.,38508313,10.1016/j.jbc.2024.107201
8r4q,2.84,x-ray diffraction,scFv,2023-11-14,D,N.A.,C,protein,280,280.0,6.552841968657781,False,SPR,N.A.,38508313,10.1016/j.jbc.2024.107201
8r4q,2.84,x-ray diffraction,scFv,2023-11-14,B,N.A.,A,protein,280,280.0,6.552841968657781,False,SPR,N.A.,38508313,10.1016/j.jbc.2024.107201
8r4q,2.84,x-ray diffraction,scFv,2023-11-14,F,N.A.,E,protein,280,280.0,6.552841968657781,False,SPR,N.A.,38508313,10.1016/j.jbc.2024.107201
8r4u,2.42,x-ray diffraction,scFv,2023-11-14,B,N.A.,A;E,protein;protein,280,280.0,6.552841968657781,False,SPR,N.A.,38508313,10.1016/j.jbc.2024.107201
8r4u,2.42,x-ray diffraction,scFv,2023-11-14,D,N.A.,C,protein,280,280.0,6.552841968657781,False,SPR,N.A.,38508313,10.1016/j.jbc.2024.107201
8r4u,2.42,x-ray diffraction,scFv,2023-11-14,F,N.A.,E,protein,280,280.0,6.552841968657781,False,SPR,N.A.,38508313,10.1016/j.jbc.2024.107201
8r4u,2.42,x-ray diffraction,scFv,2023-11-14,H,N.A.,G,protein,280,280.0,6.552841968657781,False,SPR,N.A.,38508313,10.1016/j.jbc.2024.107201
8s9g,3.0,electron microscopy,VH:VL,2023-03-28,H,L,E,protein,70,70.0,7.154901959985743,False,SPR,298,37648855,10.1038/s41586-023-06487-6
8sdf,1.79,x-ray diffraction,FabH:FabL,2023-04-06,H,L,Z,protein,0.48,0.48,9.318758762624412,False,BLI,N.A.,37162858,10.1101/2023.04.26.538488
8sdf,1.79,x-ray diffraction,FabH:FabL,2023-04-06,B,C,A,protein,0.48,0.48,9.318758762624412,False,BLI,N.A.,37162858,10.1101/2023.04.26.538488
8sdg,2.71,x-ray diffraction,FabH:FabL,2023-04-06,A,B,D,protein,0.42,0.42,9.3767507096021,False,BLI,N.A.,37162858,10.1101/2023.04.26.538488
8sdg,2.71,x-ray diffraction,FabH:FabL,2023-04-06,G,I,C,protein,0.42,0.42,9.3767507096021,False,BLI,N.A.,37162858,10.1101/2023.04.26.538488
8siq,2.5,x-ray diffraction,FabH:FabL,2023-04-16,H,L,A,protein,0.43,0.43,9.366531544420413,False,BLI,N.A.,N.A.,10.1101/2023.04.26.538488
8sit,2.91,x-ray diffraction,FabH:FabL,2023-04-16,H,L,A,protein,0.43,0.43,9.366531544420413,False,BLI,N.A.,N.A.,10.1101/2023.04.26.538488
8sit,2.91,x-ray diffraction,FabH:FabL,2023-04-16,M,N,B,protein,0.43,0.43,9.366531544420413,False,BLI,N.A.,N.A.,10.1101/2023.04.26.538488
8sit,2.91,x-ray diffraction,FabH:FabL,2023-04-16,O,P,C,protein,0.43,0.43,9.366531544420413,False,BLI,N.A.,N.A.,10.1101/2023.04.26.538488
8sit,2.91,x-ray diffraction,FabH:FabL,2023-04-16,Q,S,D,protein,0.43,0.43,9.366531544420413,False,BLI,N.A.,N.A.,10.1101/2023.04.26.538488
8sk5,2.01,x-ray diffraction,VHH,2023-04-18,B,N.A.,A,protein,0.22,0.22,9.657577319177793,False,SPR,298,37608223,10.1038/s41598-023-40919-7
8slb,2.04,x-ray diffraction,FabH:FabL,2023-04-21,H,L,A,protein,1.5,1.5,8.823908740944319,False,SPR,N.A.,37394032,10.1016/j.jmb.2023.168192
8sxp,2.9,x-ray diffraction,FabH:FabL,2023-05-23,H,L,C,protein,0.61,0.61,9.214670164989233,False,SPR,298,38381847,10.1126/scitranslmed.adk1867
8szy,2.31,x-ray diffraction,FabH:FabL,2023-05-30,I,M,U,protein,0.11,0.11,9.958607314841775,False,SPR,N.A.,37675979,10.1080/19420862.2023.2253788
8szy,2.31,x-ray diffraction,FabH:FabL,2023-05-30,H,L,T,protein,0.11,0.11,9.958607314841775,False,SPR,N.A.,37675979,10.1080/19420862.2023.2253788
8t7a,2.8,electron microscopy,VH:VL,2023-06-20,D,E,a,protein,4.2,4.2,8.3767507096021,False,SPR,N.A.,37737588,10.1128/jvi.00929-23
8t7a,2.8,electron microscopy,VH:VL,2023-06-20,F,G,b,protein,4.2,4.2,8.3767507096021,False,SPR,N.A.,37737588,10.1128/jvi.00929-23
8t7a,2.8,electron microscopy,VH:VL,2023-06-20,H,I,c,protein,4.2,4.2,8.3767507096021,False,SPR,N.A.,37737588,10.1128/jvi.00929-23
8t9z,3.0,x-ray diffraction,FabH:FabL,2023-06-26,H,L,A,protein,1.2,1.2,8.920818753952375,False,SPR,298,38032197,10.1128/jvi.01052-23
8tfl,2.89,x-ray diffraction,FabH:FabL,2023-07-11,H,L,B,protein,1.1,1.1,8.958607314841775,False,ELISA,N.A.,37903428,10.1021/acs.biochem.3c00480
8tfn,2.54,x-ray diffraction,FabH:FabL,2023-07-11,H,L,B,protein,1.8,1.8,8.744727494896694,False,SPR,N.A.,38055824,10.1126/sciadv.adj6174
8tlm,2.9,electron microscopy,FabH:FabL,2023-07-27,A,B,C,protein,0.0284,0.0284,10.546681659952963,False,scatchard analysis,N.A.,38040762,10.1038/s41467-023-43601-8
8too,2.6,x-ray diffraction,FabH:FabL,2023-08-03,H,E,L,protein,10.8,10.8,7.966576244513051,False,BLI,303,38479361,10.1016/j.immuni.2024.02.008
8too,2.6,x-ray diffraction,FabH:FabL,2023-08-03,G,F,K,protein,10.8,10.8,7.966576244513051,False,BLI,303,38479361,10.1016/j.immuni.2024.02.008
8too,2.6,x-ray diffraction,FabH:FabL,2023-08-03,B,A,I,protein,10.8,10.8,7.966576244513051,False,BLI,303,38479361,10.1016/j.immuni.2024.02.008
